Study,Authors,Year..online.,Year..print.,Title,Journal,Pub.year.IF,X2017.IF,Average.n,Effect.type,Species,Climate..FishBase.,Env.cue.stimulus.,Cue.stimulus.type,Behavioural.metric,Life.stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd,lnRR,lnRR_var
a7,Simpson et al,2011,2011,Ocean acidification erodes crucial auditory behaviour in a marine fish,Biol Lett,3.762,3.345,26,Strong,Amphiprion percula,Trop,Yes,Auditory,"% time at speaker (or 'in cue'), 700 uatm",Juvenile,30,0.276,0.2848,21,0.645,0.3483,0.8488494510786224,0.049378537922205215
a7,Simpson et al,2011,2011,Ocean acidification erodes crucial auditory behaviour in a marine fish,Biol Lett,3.762,3.345,26,Strong,Amphiprion percula,Trop,Yes,Auditory,"% time at speaker (or 'in cue'), 900 uatm",Juvenile,30,0.276,0.2848,30,0.602,0.3396,0.779856579591671,0.04610052112327364
a8,Devine et al,2011,2012,Homing ability of adult cardinalfish is affected by elevated carbon dioxide,Oecologia,3.412,3.127,25,Strong,Cheilodipterus quinquelineatus,Trop,Yes,Habitat,"% time in homing cue, 550 ppm",Adult,27,63.881,3.7758,23,38.507,8.5893,-0.5061819346275591,0.002292651096206657
a8,Devine et al,2011,2012,Homing ability of adult cardinalfish is affected by elevated carbon dioxide,Oecologia,3.412,3.127,25,Strong,Cheilodipterus quinquelineatus,Trop,Yes,Habitat,"% time in homing cue, 700 ppm",Adult,27,63.881,3.7758,22,38.507,7.1388,-0.5061819346275591,0.0016916352528596008
a8,Devine et al,2011,2012,Homing ability of adult cardinalfish is affected by elevated carbon dioxide,Oecologia,3.412,3.127,25,Strong,Cheilodipterus quinquelineatus,Trop,Yes,Habitat,"% time in homing cue, 960 ppm",Adult,27,63.881,6.2042,22,43.284,1.4024,-0.3892389258667912,3.9706919487510136e-4
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 700 ppm",Larvae,15,74.39,0.0237,15,62.195,14.3011,-0.179046913541322,0.003524824652483488
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 850 ppm",Larvae,15,74.39,12.673400000000001,15,61.943,8.5788,-0.18310691686272362,0.003213658487928788
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,15,65.854,49.6341,15,58.537,49.6341,-0.11778113751987894,0.08580089780511817
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 850 ppm",Larvae,15,65.854,49.6341,15,62.805,39.704,-0.047405482320638466,0.06451417113617335
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs.rubble, 700 ppm",Larvae,15,48.171,39.704,15,59.146,29.774,0.20525178321907728,0.06218437216125043
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs.rubble, 850 ppm",Larvae,15,48.171,39.704,15,73.78,29.774,0.4263305119328723,0.05614727679647075
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 700 ppm",Larvae,15,64.375,50.8713,15,61.25,40.6971,-0.049761509559063825,0.0710635470124236
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coal, 850 ppm",Larvae,15,64.375,50.8713,15,56.25,30.5228,-0.13491931789937076,0.06126094008190359
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,15,62.5,50.8713,15,58.125,40.6971,-0.07257069283483537,0.07684872526595624
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 850 ppm",Larvae,15,62.5,50.8713,15,49.375,61.0456,-0.23572233352106983,0.14607346344530747
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 700 ppm",Larvae,15,61.25,50.8713,15,46.875,40.6971,-0.2674793651342615,0.0962397285497609
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 850 ppm",Larvae,15,61.25,50.8713,15,56.875,40.6971,-0.07410797215372185,0.08012220207938683
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 700 ppm",Larvae,15,43.114,58.4898,15,39.521,48.7388,-0.08701559414798182,0.22408829291651094
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 850 ppm",Larvae,15,43.114,58.4898,15,36.527,38.9878,-0.1657960571978467,0.19864837876182373
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,15,37.126,48.7388,15,41.317,48.7388,0.10695650476277596,0.20766381904886622
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 850 ppm",Larvae,15,37.126,48.7388,15,67.066,29.2368,0.5913596763631845,0.12756487317537554
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 700 ppm",Larvae,15,44.311,38.9878,15,46.707,48.7388,0.05266109314989488,0.12420405009640681
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 850 ppm",Larvae,15,44.311,38.9878,15,58.683,48.7388,0.28091712348657966,0.0975979613805886
a10,Domenici et al,2011,2012,Elevated carbon dioxide affects behavioural lateralization in a coral reef fish,Biol Lett,3.762,3.345,69,Strong,Neopomacentrus azysron,Trop,No,-,Absolute lateralization,Larvae,70,46.829,30.6134,68,29.122,24.1367,-0.47500876684572835,0.016207068591085075
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, pseudo-conditioning, water, Fig 1",Juvenile,16,-7.622,14.44,16,-0.401,9.628,-2.9448326541272363,36.254255805961705
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, pseudo-conditioning, predator, Fig 1",Juvenile,16,-8.625,13.64,16,-2.006,14.44,-1.4585222733776797,3.3948758292820678
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, true conditioning, predator, Fig 1",Juvenile,16,-61.576,14.44,16,-2.206,21.66,-3.3290912634007057,6.028837407866484
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, pseudo-conditioning, water, Fig 1",Juvenile,16,-0.528,10.556,16,-3.519,11.26,1.8968358536153238,25.620973261372473
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, pseudo-conditioning, predator, Fig 1",Juvenile,16,-6.334,9.852,16,-1.584,8.444,-1.3859786547242139,1.927301956206703
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, true conditioning, water, Fig 1",Juvenile,16,-4.927,11.26,16,-2.815,8.444,-0.5597680219701723,0.8887980022001805
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, true conditioning, predator, Fig 1",Juvenile,16,-45.044,19.004,16,-1.232,19.708,-3.599000924723451,16.004632053506672
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, naïve tutor, water, Fig 2",Juvenile,17,-2.281,10.1263,17,-4.211,15.1895,0.6130862058775398,1.9246798441642945
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, naïve tutor, predator, Fig 2",Juvenile,17,-0.877,8.6791,17,-10.351,18.0839,2.4683314200115674,5.9405890190114246
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, experienced tutor, water, Fig 2",Juvenile,17,-0.877,5.7888,17,-1.404,8.6791,0.4705735922135734,4.810728603831963
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, experienced tutor, predator, Fig 2",Juvenile,17,-45.965,21.6999,17,-4.912,12.2951,-2.2361990464708765,0.38166204445242713
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, naïve tutor, water, Fig 2",Juvenile,17,-6,13.9155,17,-7,16.4924,0.15415067982725836,0.6429368131122448
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, naïve tutor, predator, Fig 2",Juvenile,17,-4.875,9.7924,17,-9,15.977,0.6131044728864089,0.4227223133677964
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, experienced tutor, predator, Fig 2",Juvenile,17,-29.75,17.5232,17,-1.5,12.8847,-2.987364023883474,4.360682521100952
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in area use, naïve tutor, water, Fig 2",Juvenile,17,-0.126,0.7092,17,-0.252,1.1339,0.6931471805599453,3.054543826789975
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, naïve tutor, predator, Fig 2",Juvenile,17,-0.057,0.4247,17,-0.436,0.9937,2.034590975514484,3.5711763172115125
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, water, Fig 3",Juvenile,23,-2.609,8.8243,23,-2.899,9.7307,0.10539884378492707,0.9872265553801076
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, predator, Fig 3",Juvenile,23,-31.449,17.3753,23,-8.986,20.1569,-1.252699375490577,0.23204111661720184
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses , water, Fig 3",Juvenile,23,1.523,6.695,23,2.411,10.9537,0.4593595252860094,1.7376098965266655
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, predator, Fig 3",Juvenile,23,-19.924,14.6081,23,-9.264,22.5164,-0.7657891143803975,0.2802186786421488
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in area use, water, Fig 3",Juvenile,23,0.359,0.8057,23,0.287,0.8632,-0.22384017272865786,0.6122994791347147
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, predator, Fig 3",Juvenile,23,-1.581,1.2613,23,-0.156,1.4915,-2.315956829959935,4.002053157331508
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, water, Fig 4",Juvenile,15,-4.932,10.5035,15,-6.904,16.2355,0.3363563684790288,0.6710350244819183
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, predator, Fig 4",Juvenile,15,-69.781,30.5578,15,-13.068,16.2355,-1.6751952726709178,0.11568587484550674
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, conspecifics, Fig 4",Juvenile,15,-55.726,24.8297,15,-59.671,21.9637,0.06839931585599691,0.022267556706846804
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, water, Fig 4",Juvenile,15,-1.94,13.296,15,-5.075,20.8095,0.9616385518526143,4.252345179435977
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, predator, Fig 4",Juvenile,15,-37.313,21.3866,15,-13.284,12.7189,-1.0327814878835455,0.083016724243531
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, conspecifics, Fig 4",Juvenile,15,-39.403,16.1852,15,-28.657,19.6554,-0.31844421412197177,0.04261081312365314
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, predator, Fig 4",Juvenile,15,-2.751,1.6576,15,-0.596,1.3633,-1.5294790938592246,0.3730221572037873
a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, conspecifics, Fig 4",Juvenile,15,-2.583,2.1921,15,-1.498,1.0651,-0.5448206290186758,0.08171820349833567
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 550 uatm",Juvenile,25,0.651,0.1689,25,0.662,0.1876,0.016755913728439077,0.005904762463126087
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 700 uatm",Juvenile,25,0.651,0.1689,25,0.622,0.2064,-0.04556954946938979,0.007097030145955128
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 850 uatm",Juvenile,25,0.651,0.1689,25,0.389,0.3752,-0.5149302985901228,0.03990480432204518
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 550 uatm",Juvenile,25,0.548,0.3424,25,0.599,0.3189,0.08898631116743373,0.02695332725149935
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 700 uatm",Juvenile,25,0.548,0.3424,25,0.449,0.4034,-0.19925239920576127,0.047903725022925184
a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 850 uatm",Juvenile,25,0.548,0.3424,25,0.001,0.7411,-6.306275286948016,21969.184015877247
